id,poj_unicode,hanji,poj_bunim_unicode,comment,hanlo_comment,tailo,page_number,new_comment
,Khài,欬,,"khì ge̍k-chiūⁿ, sàu, kám-hong tì-kàu sàu ê pīⁿ; kóng-chhiò, chia̍h-pá.","氣 逆上, 嗽, 感風 致到 嗽 ê 病; 講笑, 食飽.",Khai3,374,
,Khài,嘅,,"sim-koaⁿ hoân-ló, ut-tsut, thó͘-khùi.","心肝 煩惱, 鬱卒, 吐氣.",Khai3,374,
,Khài,溉,,"tsúi-miâ, chìm-tsù, koàn-tsù, sóe chheng-khì.","名, 浸漬, 灌注, 洗 清氣.",Khai3,374,
,Khài,慨,,"tōa-liōng-sim, hó, thó͘-khùi, pi-ai, khóng-khài, khài-jiân.","大量心, 好, 吐氣, 悲哀, 慷慨, 慨然.",Khai3,374,
,Khài,概,,"niû-pîⁿ ê chhâ; pîⁿ-pîⁿ, lóng-tsóng, chhiok-tio̍h, kám-tio̍h, táu-kài, tāi-khài.","量平 ê 柴; 平平, lóng總, 觸tio̍h, 感tio̍h, 斗概, 大概.",Khai3,374,
,Khài,槩,,"niû-pîⁿ ê chhâ; pîⁿ-pîⁿ, lóng-tsóng, chhiok-tio̍h, kám-tio̍h, táu-kài, tāi-khài.","量平 ê 柴; 平平, lóng總, 觸tio̍h, 感tio̍h, 斗概, 大概.",Khai3,374,
,Khài,㕢,,chhim-chhim kian-tēng ê ì-sù; lê-khak tēng ê pó-pòe.,深深 堅定 ê 意思; 螺殼 𠕇 ê 寶貝.,Khai3,374,
,Khài,𢿡,,chhim-chhim kian-tēng ê ì-sù; lê-khak tēng ê pó-pòe.,深深 堅定 ê 意思; 螺殼 𠕇 ê 寶貝.,Khai3,374,
,Khài,摡,,"the̍h-mi̍h, chhit-mi̍h, jiû, koàn-ak ê ì-sù.","the̍h物, 拭物, 揉, 灌沃 ê 意思.",Khai3,374,
,Khài,蔇,,chháu tsōe-tsōe ê khoán-sit; tōe-hō-miâ.,草 濟濟 ê 款式; 地號名.,Khai3,374,
,Khài,壒,,"thô͘-soa, tîn-ai, thô͘-hún, tîn-ai teh-pe; thô͘-soa eng ê ì-sù.","土沙, 塵埃, 土粉, 塵埃 teh飛; 土沙 坱 ê 意思.",Khai3,374,
,Khài,愾,,"sim-koaⁿ bô hoaⁿ-hí, siū-khì, oàn-hūn.","心肝 無 歡喜, 受氣, 怨恨.",Khai3,374,
,Khài,揩,,"bôa, chhit, kháiⁿ-tio̍h, kó͘ ê miâ.","磨, 拭, kháiⁿtio̍h4, 鼓 ê 名.",Khai3,374,
,Khài,暨,,"phó-phó khòaⁿ; soah-bé, kàu, chīn, soah, hó-táⁿ, saⁿ-kap, lóng-tsóng.","頗頗 看, soah尾, 到, 盡, soah, 好膽, 相合, lóng總.",Khai3,374,
,Khài,咳,,"khì ge̍k-chiūⁿ, phah-eh, khâm-sàu.","氣 逆上, phah 噎, 咳嗽.",Khai3,374,
,Khài,愒,,"ài lâng ê mi̍h, tham-sim, kín-kip.","愛 人 ê 物, 貪心, 緊急.",Khai3,374,
,khaiⁿ,㗔,Khian,"khaiⁿ-khaiⁿ-háu, chiū-sī lô tân gin-gong háu ê siaⁿ.","khaiⁿ-khaiⁿ吼, 就是 鑼 霆 gin-gong 吼 ê 聲.",khainn1,374,
,khaiⁿ,鏗,Khian,"khaiⁿ-khaiⁿ-háu, chiū-sī lô tân gin-gong háu ê siaⁿ.","khaiⁿ-khaiⁿ吼, 就是 鑼 霆 gin-gong 吼 ê 聲.",khainn1,374,
,Khak,埆,,"soaⁿ tsōe-tsōe tōa-chio̍h, bô-pîⁿ, chit po̍h-po̍h, tē-ge̍k.","山 濟濟 大石, 無平, 質 薄薄, 地獄.",Khak4,374,
,Khak,𣒆,,"chí-khak, io̍h ê miâ; ū-chí chhin-chhiūⁿ iū-á.","枳殼, 藥 ê 名; 有籽 親像 柚á.",Khak4,374,
,Khak,𤿩,,chiū-sī phê ta-ta ê ì-sù.,就是 皮 乾乾 ê 意思.,Khak4,374,
,Khak,確,,"chio̍h thóng-chhut, tēng, chhiat-si̍t; khak-si̍t, tek-khak.","石 thóng出, 𠕇, 切實; 確實, 的確.",Khak4,374,
,Khak,搉,,"phah, khau hō͘-i chheng-khì, kí-khí, ín-chhōa.","phah, 剾 hō͘伊 清氣, 舉起, 引chhōa.",Khak4,374,
,Khak,慤,,"hó, goān, kín-sīn, sêng-si̍t, khak-si̍t; tek-khak.","好, 願, 謹慎, 誠實, 確實; 的確.",Khak4,374,
,Khak,愨,,"hó, goān, kín-sīn, sêng-si̍t, khak-si̍t; tek-khak.","好, 願, 謹慎, 誠實, 確實; 的確.",Khak4,374,
,Khak,碻,,"chio̍h thóng-chhut, tēng, chhiat-si̍t; khak-si̍t, tōe-hō miâ.","石 捅出, 𠕇, 切實; 確實, 地號 名.",Khak4,374,
,Khak,㲉,,"pū-nn̄g, chiáu-nn̄g; pū-chhut ê nn̄g, nn̄g-khak.","孵卵, 鳥卵; 孵出 ê 卵, 卵殼.",Khak4,374,
,Khak,确,,"chio̍h-tōe, soaⁿ tsōe-chio̍h, kian-tēng koh-chiàⁿ; soaⁿ ê hāng-á.","石地, 山 濟石, 堅定 koh正; 山 ê 巷á.",Khak4,374,
,Khak,𥔳,,"chio̍h-tōe, soaⁿ tsōe-chio̍h, kian-tēng koh-chiàⁿ; soaⁿ ê hāng-á.","石地, 山 濟石, 堅定 koh正; 山 ê 巷á.",Khak4,374,
,Khak,嗀,,"áu-thò͘ ê khoán-sit, chhùi áu ê siaⁿ; siū-khì ê oē.","嘔吐 ê 款式, 嘴 嘔 ê 聲; 受氣 ê 話.",Khak4,375,
,Khak,寉,,chiū-sī chiáu-á pe-koâiⁿ ê ì-sù.,就是 鳥á 飛懸 ê 意思.,Khak4,375,
,Khak,傕,,"lâng ê jī-sìⁿ, lâng-miâ, kap tha̍k Kak sio-siāng.","人 ê 字姓, 人名, kap 讀 Kak 相像.",Khak4,375,
,Khak,榷,,"chhâ-kiô ê pang; chhâ-khó, ké-chí miâ, chí ná iū-á; chí-khak.","柴橋 ê 枋; 查考, 果子 名, 籽 ná 柚á; 枳殼.",Khak4,375,
,Khak,燩,,"ēng hé chian-mi̍h, ta-ta chian.","用 火 煎物, 乾乾 煎.",Khak4,375,
,Khak,恪,,"kèng-kín, kiong-kèng; iā-sī lâng ê jī-sìⁿ.","敬謹, 恭敬; 也是 人 ê 字姓.",Khak4,375,
,Khak,㤩,,"kèng-kín, kiong-kèng; iā-sī lâng ê jī-sìⁿ.","敬謹, 恭敬; 也是 人 ê 字姓.",Khak4,375,
,Khak,愙,,"kèng-kín, kiong-kèng; iā-sī lâng ê jī-sìⁿ.","敬謹, 恭敬; 也是 人 ê 字姓.",Khak4,375,
,Khak,壳,,"khà ê siaⁿ, ûn-ûn-á tûi ê ì-sù; phoh-si̍t, mi̍h ê phê, tēng ê phê.","khà ê 聲, 勻勻á 搥 ê 意思; 樸實, 物 ê 皮, 𠕇 ê 皮.",Khak4,375,
,Khak,㱿,,khok-khok háu; tēng khok-khok; ku-khak; tāu-khak.,khok-khok 哮; 𠕇 khok-khok; 龜殼; 豆殼.,Khak4,375,
,Khak,殼,,khok-khok háu; tēng khok-khok; ku-khak; tāu-khak.,khok-khok 哮; 𠕇 khok-khok; 龜殼; 豆殼.,Khak4,375,
,Khak,硞,,"chio̍h ê siaⁿ, tsúi tōng-tio̍h chio̍h; gûi-hiám bô-pîⁿ ê khoán-sit.","石 ê 聲, 水 撞著 石; 危險 無平 ê 款式.",Khak4,375,
,Khak,毃,,phah-thâu-khak ê ì-sù.,phah 頭殼 ê 意思.,Khak4,375,
,khak,粬,Kiok,"tāu-khak, pe̍h-khak, âng-khak.","豆麴, 白麴, 紅麴.",khak4,375,
,khak,麯,Kiok,"tāu-khak, pe̍h-khak, âng-khak.","豆麴, 白麴, 紅麴.",khak4,375,
,khak,麴,Kiok,"tāu-khak, pe̍h-khak, âng-khak.","豆麴, 白麴, 紅麴.",khak4,375,
,kha̍k,咯,Ko̍k,"kha̍k-thâm, kha̍k lô-thâm; kha̍k-hông, kha̍k-huih.","kha̍k痰, kha̍k 濁痰; 咯紅, 咯血.",khak8,375,
,Kham,堪,,"khah-iâⁿ, ū khùi-la̍t, tam-tng; oē, thang, khàm-kòa; oē kham-tit.","khah贏, 有 氣力, 擔當; 會, 通, khàm蓋; 會 堪得.",Kham1,375,
,Kham,坩,,chio̍h ê miâ; thô͘ ê khì-kū; oē tóe-tit gō͘-chin.,石 ê 名; 土 ê 器具; 會 貯得 五升.,Kham1,375,
,Kham,𢦟,,"chhì, chha̍k, thâi; tam-tng, khah-iâⁿ, ū khùi-la̍t.","刺, 鑿, 刣; 擔當, khah贏, 有 氣力.",Kham1,375,
,Kham,戡,,"chhì, chha̍k, thâi; tam-tng, khah-iâⁿ, ū khùi-la̍t.","刺, 鑿, 刣; 擔當, khah贏, 有 氣力.",Kham1,375,
,Kham,嵁,,tōa-tiâu-soaⁿ; bô-pîⁿ ê khoán-sit; kham-khia̍t.,大條山; 無平 ê 款式; 嵁硈.,Kham1,375,
,Kham,𢽣,,chiū-sī chiáu tok-mi̍h ê ì-sù.,就是 鳥 啄物 ê 意思.,Kham1,375,
,Kham,鵮,,chiū-sī chiáu tok-mi̍h ê ì-sù.,就是 鳥 啄物 ê 意思.,Kham1,375,
,Kham,龕,,"lêng ê khoán-sit; siū, siu, the̍h; siu-khǹg ê só͘-tsāi; siaⁿ-im, pu̍t-kham.","龍 ê 款式; 受, 收, the̍h; 收khǹg ê 所在; 聲音, 佛龕.",Kham1,375,
,Kham,歁,,chia̍h bô pá; ì-sù bô kàu-gia̍h; chhi-gâi ê khoán-sit.,食 無 飽; 意思 無 夠額; 癡gâi ê 款式.,Kham1,375,
,Kham,勘,,chhin-sin khì chhâ-mn̄g; ū khùi-la̍t; oē-tong-tit.,親身 去 查問; 有 氣力; 會當得.,Kham1,375,
,Kham,嵌,,"soaⁿ-khang chio̍h-tōng; chhim ê soaⁿ-kok; khui-khòaⁿ; gûi-hiám, soaⁿ-khàm.","山空 石洞; 深 ê 山谷; 開看; 危險, 山崁.",Kham1,375,
,Kham,欿,,ài tit-tio̍h; tham-sim ê ì-sù.,愛 得tio̍h; 貪心 ê 意思.,Kham1,375,
,Khám,砍,,"chhò-chhiū, chhò-chhâ, khám-chhâ, khám-chhò.","剉樹, 剉柴, 砍柴, 砍剉.",Kham2,375,
,Khám,凵,,khui-chhùi ê ì-sù; tóe-mi̍h ê khì-kū.,開嘴 ê 意思; 貯物 ê 器具.,Kham2,376,
,Khám,㧄,,"chhiú-the̍h-mi̍h, la̍k, khiú, khîⁿ ê ì-sù.","手the̍h物, 搦, 搝, 拑 ê 意思.",Kham2,376,
,Khám,扻,,"phah ê ì-sù; soe-thâu, chhà-soe.","phah ê 意思; 梳頭, 衩梳.",Kham2,376,
,Khám,⿰扌坎,,"kha̍p-tio̍h, phah ê ì-sù; soe-thâu, chhâ-soe.","磕tio̍h, phah ê 意思; 梳頭, 柴梳.",Kham2,376,
,Khám,埳,,tōe-khang ê tsúi-koe; chíⁿ-lāi ê tsúi-koe.,地空 ê 水蛙; 井內 ê 水蛙.,Kham2,376,
,Khám,㙳,,"teh-beh hām ê thô͘-hōaⁿ, soaⁿ-khàm, soaⁿ-phiâⁿ.","teh-beh 陷 ê 土岸, 山崁. 山坪.",Kham2,376,
,Khám,轗,,"teh-beh hām ê thô͘-hōaⁿ, soaⁿ-khàm, soaⁿ-phiâⁿ.","teh-beh 陷 ê 土岸, 山崁, 山坪.",Kham2,376,
,Khám,臽,,"sió-khiⁿ-kau, kau-khut, kōe ê só͘-tsāi, soaⁿ-khám.","小坑溝, 溝窟, 低 ê 所在, 山崁.",Kham2,376,
,Khám,惂,,"iu-būn, khùn-khó͘, sim-koaⁿ hoân-ló thó͘-khùi ê siaⁿ.","憂悶, 困苦, 心肝 煩惱 吐氣 ê 聲.",Kham2,376,
,Khám,歁,,"chia̍h bô pá; ì-sù bô kàu-gia̍h, kap tha̍k Kham sio-siāng.","食 無 飽; 意思 無 夠額, kap 讀 Kham 相像.",Kham2,376,
,Khám,坎,,"khang ê só͘-tsāi; tōe-hām, gûi-hiám; phah-mi̍h ê siaⁿ; khám-tsām.","空 ê 所在; 地陷, 危險; phah 物 ê 聲; 坎站.",Kham2,376,
,Khám,紺,,chiū-sī chhiⁿ koh-tsài chhiah-sek ê ì-sù.,就是 青 koh再 赤色 ê 意思.,Kham2,376,
,Khám,欿,,put-ti chiok; bô ka-kī móa-chiok ê ì-sù; iu-būn.,不知 足; 無 家己 滿足 ê 意思; 憂悶.,Kham2,376,
,khám,憨,Ham,"am-khám, khám-sîn, khám-gōng, pòaⁿ-khám, khong-khám.","闇憨, 憨神, 憨戇, 半憨, 悾憨.",kham2,376,
,khám,巧,Kháu,"khám=khàm, chi̍t-khám-á, soaⁿ-khám, téng-khéng ē-khám.","khám=khàm, 一坎á, 山坎, 頂坎, 下坎.",kham2,376,
,khám,鑱,Chhâm,"khám-chhēⁿ, khám-chhē, chiū-sī chhîm ê siaⁿ.","鑱chhēⁿ, 鑱chhē, 就是 鑱 ê 聲.",kham2,376,
,khám,—,,chi̍t khám-tiàm; thiàu-khám; khám-khó; heng-khám.,一 坎站; 跳坎; 坎坷; 胸坎.,kham2,376,
,Khàm,詌,,"chiū-sī chhùi kâm-kâm, ha̍p-ha̍p ê ì-sù.","就是 嘴 含含, 合合 ê 意思.",Kham3,376,
,Khàm,淦,,"tsûn ji̍p tsúi ê tiong-kan; lō͘-kô͘-bê, tsúi-miâ; tîm-lo̍h.","船 入 水 ê 中間; 路糊糜, 水名; 沉落.",Kham3,376,
,Khàm,瞰,,"ba̍k-chiu kim-kim, thau-khòaⁿ, àⁿ-teh-khòaⁿ.","目睭 金金, 偷看, 偃teh看.",Kham3,376,
,Khàm,墈,,"phiâⁿ-pîⁿ chiâⁿ-sûn ê khoán-sit, chiū-sī 磡 jī.","坪平 成巡 ê 款式, 就是 磡 字.",Kham3,376,
,Khàm,磡,,soaⁿ-giâm kiā-chhià; tóe thóng-chhut tsa̍p-chhùi ê thô͘-chio̍h; khàm-khia̍t.,山岩 陭刺; 底 thóng出 雜碎 ê 土石; 磡硈.,Kham3,376,
,Khàm,矙,,"ba̍k-chiu kim-kim; tsù-sîn teh khòaⁿ, thau-khòaⁿ, àⁿ-teh-khòaⁿ.","目睭 金金; 注神 teh 看, 偷看, 偃teh看.",Kham3,376,
,Khàm,闞,,"thau-khòaⁿ, khòaⁿ, ǹg-bāng; lâng ê jī-sìⁿ.","偷看, 看, ǹg望; 人 ê 字姓.",Kham3,376,
,Khàm,𧆐,,"chháu-á, chháu ê miâ.","草á, 草 ê 名.",Kham3,376,
,Khàm,勘,,"chhin-sin khì-chhâ; pí-kàu; giām, khûn-khûn; kàu-khàm.","親身 去查; 比較; 驗, 勤勤; 校勘.",Kham3,376,
,Khàm,坎,,teh-beh hām ê thô͘-hōaⁿ.,teh-beh 陷 ê 土岸.,Kham3,376,
,Khàm,紺,,chiū-sī chhiⁿ koh tài chhiah-sek ê ì-sù.,就是 青 koh 帶 赤色 ê 意思.,Kham3,376,
,Khàm,𩬚,,"thâu-mn̂g chhiⁿ, âng khàm-sek.","頭毛 青, 紅 khàm色.",Kham3,376,
,Khàm,嵌,,soaⁿ chhim-chhim ê khoán-sit; khàm-piⁿ ê khang; khui-soaⁿ.,山 深深 ê 款式; 崁邊 ê 空; 開山.,Kham3,376,
,khàm,憨,Ham,"khàm-khàm, khàm-thâu khàm-bīn, sī gōng ê ì-sù.","憨憨, 憨頭 憨面, 是 戇 ê 意思.",kham3,377,
,khàm,葢,Kài,"khàm-ìn, khàm-chhio̍h, khàm-chháu, jia-khàm, phiⁿ-khàm.","khàm印, khàm蓆, khàm草, 遮khàm, 偏khàm.",kham3,377,
,khàm,[⿱䒑盍|=盖],Kài,"khàm-ìn, khàm-chhio̍h, khàm-chháu, jia-khàm, phiⁿ-khàm.","khàm印, khàm蓆, khàm草, 遮khàm, 偏khàm.",kham3,377,
,khàm,蓋,Kài,"khàm-ìn, khàm-chhio̍h, khàm-chháu, jia-khàm, phiⁿ-khàm.","khàm印, khàm蓆, khàm草, 遮khàm, 偏khàm.",kham3,377,
,khàm,—,,"nńg-khàm, chiū-sī nńg-nńg gûi-hiám ê khàm-phiâⁿ.","軟崁, 就是 軟軟 危險 ê 崁坪.",kham3,377,
,khâm,嵁,Kham,"khâm-khia̍t, chiū-sī thap-lâi thap-khì bô pîⁿ ê ì-sù.","嵁硈, 就是 塌來 塌去 無 平 ê 意思.",kham5,377,
,khâm,𠻞,Khong,"khâm-sàu, tòa teh-khâm, chiū-sī sàu ê ì-sù.","khâm嗽, 帶 teh-khâm, 就是 嗽 ê 意思.",kham5,377,
,khâm,黔,Khiâm,"o͘-khâm-khâm, hun kàu o͘-khâm-khâm; ûi-kàu o͘-khâm-khâm.","烏khâm-khâm, 燻 到 烏khâm-khâm; 圍到 烏khâm-khâm.",kham5,377,
,khâm,鑱,Chhâm,"sió-khâm, tiong-khâm, tōa-khâm-kó͘, phah khâm-chhēⁿ.","小鑱, 中鑱, 大鑱鼓, phah 鑱chhēⁿ.",kham5,377,
,khām,硆,Khap,"khām-tio̍h, khām-oá, saⁿ-khām, khām-lâi khām-khì.","khām-tio̍h, khām-oá, 相khām, khām來 khām去.",kham7,377,
,Khan,刊,,"siah, khek, khám, tsām, phut, khau.","削, 刻, 砍, 鏨, 刜, 剾.",Khan1,377,
,Khan,栞,,"chhò-chhiū, kiâⁿ tī chhiū-nâ ê tiong-kan lâi chhò chhiū-ki.","剉樹, 行 tī 樹林 ê 中間 來 剉 樹枝.",Khan1,377,
,Khan,㸔,,"koan, siòng, chîn; jī-sìⁿ; khòaⁿ-kìⁿ, khàn-siú.","觀, 相, 瞋; 字姓; 看見, 看守.",Khan1,377,
,Khan,看,,"koan, siòng, chîn; jī-sìⁿ; khòaⁿ-kìⁿ, khàn-siú.","觀, 相, 瞋; 字姓; 看見, 看守.",Khan1,377,
,Khan,𥉏,,"koan, siòng, chîn; jī-sìⁿ; khòaⁿ-kìⁿ, khàn-siú.","觀, 相, 瞋; 字姓; 看見, 看守.",Khan1,377,
,Khan,刋,,"tsoe̍h-tn̄g, tsām, phut; chhiat-iù-iù.","截斷, 鏨, 刜; 切幼幼.",Khan1,377,
,khan,牽,Khian,"khan-thâu, tǹg-khan-thâu; khan-thoa, khan-kha̍h, khan-chîn.","牽頭, 頓牽頭; 牽拖, 牽卡, 牽繩.",khan1,377,
,Khán,侃,,"ti̍t-ti̍t kóng, chèng-ti̍t, sêng-si̍t; ngī-ti̍t.","直直 講, 正直, 誠實; 硬直.",Khan2,377,
,Khán,䳚,,"chiáu ê miâ, chhin-chhiūⁿ koe, tsá-khí-sî oē thî.","鳥 ê 名, 親像 雞, 早起時 會 啼.",Khan2,377,
,Khán,衎,,chiū-sī sìn-si̍t ê oē.,就是 信實 ê 話.,Khan2,377,
,Khàn,㸔,,"koan, khòaⁿ, chîn, siòng; khòaⁿ-kìⁿ; khàn-siú.","觀, 看, 瞋, 相; 看見, 看守.",Khan3,377,
,Khàn,看,,"koan, khòaⁿ, chîn, siòng; khòaⁿ-kìⁿ; khàn-siú.","觀, 看, 瞋, 相; 看見, 看守.",Khan3,377,
,Khàn,𥉏,,"koan, khòaⁿ, chîn, siòng; khòaⁿ-kìⁿ; khàn-siú.","觀, 看, 瞋, 相; 看見, 看守.",Khan3,377,
,Khàn,衎,,"khoàiⁿ-oa̍h, hoaⁿ-hí; tsū-tsāi; an-jiân, tiāⁿ-tio̍h.","khoàiⁿ活, 歡喜; 自在; 安然, 定tio̍h.",Khan3,377,
,khàn,磬,Khèng,"tâng-khàn; cheng-khàn; ga̍k-khì ê miâ, cheng ê khoán-sit.","銅磬; 鐘磬; 樂器 ê 名, 鐘 ê 款式.",khan3,377,
,khàn,⿱士⿰尸口,Khèng,"tâng-khàn; cheng-khàn; ga̍k-khì ê miâ, cheng ê khoán-sit.","銅磬; 鐘磬; 樂器 ê 名, 鐘 ê 款式.",khan3,377,
,khàn,勘,Khàm,"tn̂g-khàn, chiū-sī koaⁿ-hú chē-ūi lâi phòaⁿ-toàn ê ì-sù.","堂勘, 就是 官府 坐位 來 判斷 ê 意思.",khan3,377,
,khang,工,Kong,"khang-khè, khang-khè-tiûⁿ, khang-khè-liâu.","工課, 工課場, 工課寮.",khang1,377,
,khang,眶,Khong,"ba̍k-khang, ba̍k-khang-oe̍h, ba̍k-khang-tōa.","目眶, 目眶狹, 目眶大.",khang1,377,
,khang,孔,Khóng,"khang-sún, khang-kháu, khang-khiah, khang-phāng; hī-khang.","孔榫, 孔口, 孔隙, 孔縫; 耳孔.",khang1,377,
,khang,空,Khong,"khang-khang, khang-hu, khang-khak, khang-lô-so; io-khang.","空空, 空虛, 空殼, 空囉嗦; 么空.",khang1,378,
,kháng,眶,Khong,"ba̍k-kháng khū, ba̍k-kháng-oe̍h; tōa-ba̍k-kháng.","目眶 臼, 目眶狹; 大目眶.",khang2,378,
,kháng,孔,Khóng,"hiâu-kháng, chiū-sī bô chèng-keng ê hū-jîn-lâng.","嬈孔, 就是 無 正經 ê 婦人人.",khang2,378,
,khàng,壙,Khòng,"khàng-po͘, khàng-tōe; tô͘-khàng.","壙埔, 曠地; 土壙.",khang3,378,
,khàng,槓,Kòng,"khàng-khū, chiū-sī khì-kū ê miâ.","槓臼, 就是 器具 ê 名.",khang3,378,
,khàng,炕,Khòng,"khàng-phí, iah-khàng; pê-chhn̂g khàng-chhio̍h, chiù-khàng.","掐疕, 挖控; 扒床 掐蓆, 咒掐.",khang3,378,
,khàng,空,Khòng,"thô͘-khàng, chiū-sī thô͘-khang hām-khiⁿ ê ì-sù.","土壙, 就是 土孔 陷坑 ê 意思.",khang3,378,
,khàng,—,,"khàng chi̍t khiah, bô khàng mî-ji̍t, khàng-kang, m̄-thang khàng-kang.","曠 一 隙, 無 曠 暝日, 曠工, m̄-thang 曠工.",khang3,378,
,Khap,峇,,"soaⁿ ê khoán-sit, soaⁿ-khut.","山 ê 款式, 山窟.",Khap4,378,
,Khap,㓣,,"hām-lo̍h, tsá chiū-sī tsòe koah ê ì-sù.","陷落, 早 就是 做 割 ê 意思.",Khap4,378,
,Khap,帢,,"chiū-sī saⁿ-á-khò͘, i-chiûⁿ, i-ho̍k.","就是 衫á褲, 衣裳, 衣服.",Khap4,378,
,Khap,溘,,"hut-jiân, kàu-ūi, chiàu-khoán; tsûn kha̍p-tio̍h soa.","忽然, 到位, 照款; 船 磕tio̍h 沙.",Khap4,378,
,Khap,葜,,"chháu-á, chháu ê miâ; kap chit-jī 𦸉 sio-siāng.","草á, 草 ê 名; kap chit字 𦸉 相像.",Khap4,378,
,Khap,恰,,"tú-tú hó, kai-tsài; ēng sim-sîn; chiáu ê siaⁿ.","tú-tú 好, 佳哉; 用 心神; 鳥 ê 聲.",Khap4,378,
,Khap,𢈈,,"teh-tiâu, ji̍h; kōe-kha.","teh-tiâu, 揤; kōe腳.",Khap4,378,
,Khap,搕,,"the̍h, phah, ēng chhiú khàm-teh.","the̍h, phah, 用 手 khàm-teh.",Khap4,378,
,Khap,𠜼,,chiū-sī ji̍p lāi-bīn ê ì-sù.,就是 入 內面 ê 意思.,Khap4,378,
,Khap,闔,,"mn̂g-sìⁿ, siang-sìⁿ-mn̂g, mn̂g-lāi chi̍t-ke; koaiⁿ-mn̂g, koaiⁿ-teh, tsáiⁿ-iūⁿ.","門扇, 雙扇門, 門內 一家; 關門, 關teh, 怎樣.",Khap4,378,
,Khap,瞌,,"ài-khùn ê khoán-sit, lâng tio̍h-bôa ià-siān; ba̍k-chiu-khoeh.","愛睏 ê 款式, 人 tio̍h磨 厭倦; 目睭瞌.",Khap4,378,
,Khap,榼,,tóe chiú ê khì-kū; chek-tsū tsúi ê khì-kū.,貯 酒 ê 器具; 積聚 水 ê 器具.,Khap4,378,
,Khap,𦸉,,"chháu ê miâ, chháu-á.","草 ê 名, 草á.",Khap4,378,
,Khap,磕,,"nn̄g tè chio̍h sio-kha̍p ê siaⁿ, chio̍h ê siaⁿ, saⁿ-kha̍p.","兩 塊 石 相磕 ê 聲, 石 ê 聲, 相磕.",Khap4,378,
,Khap,礚,,"nn̄g tè chio̍h sio-kha̍p ê siaⁿ, chio̍h ê siaⁿ, saⁿ-kha̍p.","兩 塊 石 相磕 ê 聲, 石 ê 聲, 相磕.",Khap4,378,
,Khap,匌,,tōa-tè-chio̍h tāng saⁿ-thia̍p ê ì-sù; ut-khì.,大塊石 同 相疊 ê 意思; 鬱氣.,Khap4,378,
,Khap,𣩄,,"sūn-thàn, saⁿ sūn-ho̍k, chiū-sī lâng lī-khui sòe-kan; kè-óng.","順趁, 相 順服, 就是 人 離開 世間; 過往.",Khap4,378,
,Khap,𣩱,,"sūn-thàn, saⁿ sūn-ho̍k, chiū-sī lâng lī-khui sòe-kan; kè-óng.","順趁, 相 順服, 就是 人 離開 世間; 過往.",Khap4,378,
,Khap,嗑,,"gâu kóng-oē, iā bat ēng tsòe lim ê ì-sù.","gâu 講話, 也 bat 用 做 lim ê 意思.",Khap4,378,
,Khap,閤,,"siang-sìⁿ mn̂g; mn̂g-sìⁿ; koaiⁿ-mn̂g, koaiⁿ-teh, tsáiⁿ-iūⁿ.","雙姓 門; 門扇; 關門, 關teh, 怎樣.",Khap4,378,
,Khap,頜,,"chhùi, chhùi-phóe-piⁿ, hī-á ē-bīn ê kut, jī-sìⁿ.","嘴, 嘴䫌邊, 耳á 下面 ê 骨, 字姓.",Khap4,378,
,Khap,䐦,,"ài-khùn ê khoán-sit, ka-tsōe; ba̍k-chiu-khoeh.","愛睏 ê 款式, 交睡; 目睭瞌.",Khap4,378,
,Khap,葢,,"mi̍h tian-tò khàm, khap-chhiò, thán-khap.","物 顛倒 khàm, 蓋笑, 坦蓋.",Khap4,379,
,Khap,[䒑盍|=盖],,"mi̍h tian-tò khàm, khap-chhiò, thán-khap.","物 顛倒 khàm, 蓋笑, 坦蓋.",Khap4,379,
,Khap,蓋,,"mi̍h tian-tò khàm, khap-chhiò, thán-khap.","物 顛倒 khàm, 蓋笑, 坦蓋.",Khap4,379,
,Khap,䶀,,"kó͘ ê siaⁿ, cheng-kó͘ ê siaⁿ.","鼓 ê 聲, 鐘鼓 ê 聲.",Khap4,379,
,Khap,硆,,"chio̍h ê khoán, chio̍h ê miâ, kha̍p-chio̍h.","石 ê 款, 石 ê 名, 磕石.",Khap4,379,
,Khap,袷,,"siang têng saⁿ, kiap-hiû, kap-hûn, kap-tsōa.","三 重 衫, 袷裘, kap痕, kap逝.",Khap4,379,
,Khap,鞈,,tî-hông; kim-chio̍h; kian-kò͘ ê khoán-sit; lak-tē.,持防; 金石; 堅固 ê 款式; 橐袋.,Khap4,379,
,Khap,掐,,chiū-sī jiáu-chiam-chiam ê chha̍k ê ì-sù.,就是 爪尖尖 ê 鑿 ê 意思.,Khap4,379,
,Khap,𣣟,,chiū-sī chhut-khì ê ì-sù.,就是 出去 ê 意思.,Khap4,379,
,Khap,䳚,,"chiáu ê miâ, chhin-chhiūⁿ koe tsá-khí-sî oē thî.","鳥 ê 名, 親像 雞 早起時 會 啼.",Khap4,379,
,Khap,哈,,"tōa-chhùi-chheh, lim-chia̍h teh chheh ê siaⁿ; chhoán; gap-tsúi.","大嘴啜, lim食 teh 啜 ê 聲; 喘; gap水.",Khap4,379,
,kha̍p,磕,Khap,"kha̍p-tio̍h, saⁿ-khap, kha̍p-chi̍h, kha̍p-thâu.","磕tio̍h, 相磕, 磕折, 磕頭.",khap8,379,
